"","org_id.x","org_name.x","org_abbr.x","relation.x","org_id.y","org_name.y","org_abbr.y","relation.y","fr_id","fr_name","fr_abbr","fr_subjects"
"2",2682,"Swiss Institute of Bioinformatics","SIB","maintains",966,"European Union, Serving Life-science Information for the Next Generation (SLING)","SLING","funds",2062,"UniPathway","UniPathway","Life Science| Ontology and Terminology"
"3",2682,"Swiss Institute of Bioinformatics","SIB","maintains",1058,"French Government, France","Frenc","funds",2062,"UniPathway","UniPathway","Life Science| Ontology and Terminology"
"5",2682,"Swiss Institute of Bioinformatics","SIB","maintains",748,"Dessimoz Lab, Computational Evolutionary Biology and Genomics, Lausanne, Switzerland","Dessi","maintains",2393,"Orthologous MAtrix","OMA","Life Science"
"6",2682,"Swiss Institute of Bioinformatics","SIB","maintains",177,"Bayer Crop Science, Germany","Bayer","funds",2393,"Orthologous MAtrix","OMA","Life Science"
"7",2682,"Swiss Institute of Bioinformatics","SIB","maintains",2679,"Swiss Federal Institute of Technology in Zurich","Swiss","funds",2393,"Orthologous MAtrix","OMA","Life Science"
"9",2682,"Swiss Institute of Bioinformatics","SIB","maintains",819,"Ecole Polytechnique Federale de Lausanne, Lausanne, Switzerland","Ecole","maintains",2523,"The MGA Data Repository","MGA",""
"11",2682,"Swiss Institute of Bioinformatics","SIB","maintains",1741,"Macquarie University, Sydney, Australia","Macqu","maintains",2815,"UniCarb-DR","UniCarb-DR","Glycomics| Biomedical Science"
"12",2682,"Swiss Institute of Bioinformatics","SIB","maintains",3058,"University of Gothenburg","Unive","maintains",2815,"UniCarb-DR","UniCarb-DR","Glycomics| Biomedical Science"
"13",2682,"Swiss Institute of Bioinformatics","SIB","maintains",2591,"Soka University, Tokyo, Japan","SokaU","maintains",2815,"UniCarb-DR","UniCarb-DR","Glycomics| Biomedical Science"
"15",2682,"Swiss Institute of Bioinformatics","SIB","maintains",908,"European Bioinformatics Institute, Wellcome Genome Campus","EMBL-EBI","maintains",935,"UniProt Taxonomy","UP Taxonomy","Biology"
"16",2682,"Swiss Institute of Bioinformatics","SIB","maintains",2980,"Universit d'Aix-Marseille, Marseille, France","Unive","maintains",1414,"Minimum Information about a Molecular Interaction Causal Statement","MI2CAST","Systems Medicine| Systems Biology"
"17",2682,"Swiss Institute of Bioinformatics","SIB","maintains",863,"Enveda Therapeutics","Enved","maintains",1414,"Minimum Information about a Molecular Interaction Causal Statement","MI2CAST","Systems Medicine| Systems Biology"
"19",2682,"Swiss Institute of Bioinformatics","SIB","maintains",3062,"University of Heidelberg, Germany","Unive","maintains",1414,"Minimum Information about a Molecular Interaction Causal Statement","MI2CAST","Systems Medicine| Systems Biology"
"20",2682,"Swiss Institute of Bioinformatics","SIB","maintains",3125,"University of Southern California","Unive","maintains",1414,"Minimum Information about a Molecular Interaction Causal Statement","MI2CAST","Systems Medicine| Systems Biology"
"21",2682,"Swiss Institute of Bioinformatics","SIB","maintains",1438,"Institute of Structural and Molecular Biology, University College London, London, UK","Insti","maintains",1414,"Minimum Information about a Molecular Interaction Causal Statement","MI2CAST","Systems Medicine| Systems Biology"
"22",2682,"Swiss Institute of Bioinformatics","SIB","maintains",3026,"University of Calabria","Unive","maintains",1414,"Minimum Information about a Molecular Interaction Causal Statement","MI2CAST","Systems Medicine| Systems Biology"
"23",2682,"Swiss Institute of Bioinformatics","SIB","maintains",679,"Bioinformatics and Computational Biology Unit, Molecular Genetics Laboratory, University of Rome Tor Vergata","Bioin","maintains",1414,"Minimum Information about a Molecular Interaction Causal Statement","MI2CAST","Systems Medicine| Systems Biology"
